iteration_no,link_id,from_node_id,to_node_id,volume,ref_volume,base_demand_volume,obs_volume,background_volume,link_capacity,lane_capacity,D,doc,vdf_fftt,travel_time,vdf_alpha,vdf_beta,vdf_plf,speed_mph,speed_kmph,VMT,VHT,PMT,PHT,VHT_QVDF,PHT_QVDF,geometry,mod_vol_auto,obs_vol_auto,P,t0,t2,t3,vt2_mph,vt2_kmph,mu,Q_gamma,free_speed_mph,cutoff_speed_mph,free_speed_kmph,cutoff_speed_kmph,congestion_ref_speed_mph,avg_queue_speed_mph,avg_QVDF_period_speed_mph,congestion_ref_speed_kmph,avg_queue_speed_kmph,avg_QVDF_period_speed_kmph,avg_QVDF_period_travel_time,Severe_Congestion_P,spd_mph_07:00,spd_mph_07:05,spd_mph_07:10,spd_mph_07:15,spd_mph_07:20,spd_mph_07:25,spd_mph_07:30,spd_mph_07:35,spd_mph_07:40,spd_mph_07:45,spd_mph_07:50,spd_mph_07:55,
1,1,1,105,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.9500,0.9500,0.1500,4.0000,1.0000,56.2105,90.4427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.95857402769856 33.32929064666485, -111.9726789 33.3344285)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.970909,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,2,1,753,860.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,860.0000,0.0086,0.9500,0.9500,0.1500,4.0000,1.0000,56.2105,90.4427,765.400000,13.616667,765.400000,13.616667,13.931469,13.931469,"LINESTRING (-111.95857402769856 33.32929064666485, -111.97269 33.3342879)",860.000000,-1.000000,0.008600,7.495700,7.500000,7.504300,41.250000,66.371250,86000.000000,5392087587050.128906,55.000000,41.250000,88.495000,66.371250,54.881749,54.881749,54.940366,88.304734,88.304734,88.399049,0.971963,0.000000,55.000,54.980,54.960,54.940,54.920,54.901,41.250,54.901,54.920,54.940,54.960,54.980,
1,3,1,1284,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.7400,0.7400,0.1500,4.0000,1.0000,55.9459,90.0170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.95857402769856 33.32929064666485, -111.963016 33.3199329)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.752727,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,4,1,1286,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.7500,0.7500,0.1500,4.0000,1.0000,56.0000,90.1040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.95857402769856 33.32929064666485, -111.963158 33.3199306)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.763636,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,5,1,2760,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.9100,0.9100,0.1500,4.0000,1.0000,56.0440,90.1747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.95857402769856 33.32929064666485, -111.9720876 33.3245642)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.927273,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,6,2,582,290.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,290.0000,0.0029,0.1900,0.1900,0.1500,4.0000,1.0000,56.8421,91.4589,52.200000,0.918333,52.200000,0.918333,0.949436,0.949436,"LINESTRING (-111.9223448853546 33.32935351748038, -111.9203207 33.3273629)",290.000000,-1.000000,0.002900,7.498550,7.500000,7.501450,41.250000,66.371250,29000.000000,28563462616865.027344,55.000000,41.250000,88.495000,66.371250,54.960125,54.960125,54.980004,88.430840,88.430840,88.462827,0.196435,0.000000,55.000,54.993,54.987,54.980,54.973,54.967,41.250,54.967,54.973,54.980,54.987,54.993,
1,7,2,1071,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.7800,0.7800,0.1500,4.0000,1.0000,56.1538,90.3515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9223448853546 33.32935351748038, -111.92823 33.320059)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.796364,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,8,2,1528,100.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,100.0000,0.0010,0.7100,0.7100,0.1500,4.0000,1.0000,55.7746,89.7414,66.000000,1.183333,66.000000,1.183333,1.200150,1.200150,"LINESTRING (-111.9223448853546 33.32935351748038, -111.9111722 33.3271018)",100.000000,-1.000000,0.001000,7.499500,7.500000,7.500500,41.250000,66.371250,10000.000000,2557977179027866.500000,55.000000,41.250000,88.495000,66.371250,54.986250,54.986250,54.993118,88.472876,88.472876,88.483927,0.720090,0.000000,55.000,54.998,54.995,54.993,54.991,54.989,41.250,54.989,54.991,54.993,54.995,54.998,
1,9,2,2250,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.7700,0.7700,0.1500,4.0000,1.0000,56.1039,90.2712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9223448853546 33.32935351748038, -111.928108 33.3200579)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.785455,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,10,3,1026,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.2200,0.2200,0.1500,4.0000,1.0000,54.5455,87.7636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.94838873006022 33.32731187952501, -111.9455976 33.3254949)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.218182,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,11,3,1028,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.2200,0.2200,0.1500,4.0000,1.0000,57.2727,92.1518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.94838873006022 33.32731187952501, -111.9455975 33.3254348)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.229091,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,12,3,2731,270.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,270.0000,0.0027,0.1700,0.1700,0.1500,4.0000,1.0000,56.4706,90.8612,43.200000,0.765000,43.200000,0.765000,0.785720,0.785720,"LINESTRING (-111.94838873006022 33.32731187952501, -111.9456073 33.327198)",270.000000,-1.000000,0.002700,7.498650,7.500000,7.501350,41.250000,66.371250,27000.000000,31464903640445.812500,55.000000,41.250000,88.495000,66.371250,54.962875,54.962875,54.981387,88.435265,88.435265,88.465052,0.174605,0.000000,55.000,54.994,54.988,54.981,54.975,54.969,41.250,54.969,54.975,54.981,54.988,54.994,
1,13,4,57,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,1.4000,1.4000,0.1500,4.0000,1.0000,56.1429,90.3339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.968540619818 33.41865076566256, -111.9738299 33.4371135)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,1.429091,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,14,4,396,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,1.3500,1.3500,0.1500,4.0000,1.0000,55.5556,89.3889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.968540619818 33.41865076566256, -111.97869 33.4347363)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,1.363636,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,15,4,740,300.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,300.0000,0.0030,0.6600,0.6600,0.1500,4.0000,1.0000,55.4545,89.2264,183.000000,3.300000,183.000000,3.300000,3.328525,3.328525,"LINESTRING (-111.968540619818 33.41865076566256, -111.978435 33.4218257)",300.000000,-1.000000,0.003000,7.498500,7.500000,7.501500,41.250000,66.371250,30000.000000,87431055295232.375000,55.000000,41.250000,88.495000,66.371250,54.958750,54.958750,54.979313,88.428628,88.428628,88.461714,0.665705,0.000000,55.000,54.993,54.986,54.979,54.972,54.966,41.250,54.966,54.972,54.979,54.986,54.993,
1,16,4,1016,810.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,810.0000,0.0081,1.2800,1.2800,0.1500,4.0000,1.0000,55.7812,89.7520,963.900000,17.280000,963.900000,17.280000,17.543361,17.543361,"LINESTRING (-111.968540619818 33.41865076566256, -111.9786643 33.4337347)",810.000000,-1.000000,0.008100,7.495950,7.500000,7.504050,41.250000,66.371250,81000.000000,8632145784694.609375,55.000000,41.250000,88.495000,66.371250,54.888624,54.888624,54.943861,88.315796,88.315796,88.404672,1.299508,0.000000,55.000,54.981,54.963,54.944,54.925,54.906,41.250,54.906,54.925,54.944,54.963,54.981,
1,17,4,2650,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.6600,0.6600,0.1500,4.0000,1.0000,56.3636,90.6891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.968540619818 33.41865076566256, -111.9784365 33.4219607)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.676364,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,18,4,2742,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,1.3400,1.3400,0.1500,4.0000,1.0000,55.9701,90.0560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.968540619818 33.41865076566256, -111.9785185 33.4347551)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,1.363636,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,19,4,2797,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.6400,0.6400,0.1500,4.0000,1.0000,56.2500,90.5062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.968540619818 33.41865076566256, -111.9785607 33.4208538)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.654545,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,20,4,2836,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.6200,0.6200,0.1500,4.0000,1.0000,55.1613,88.7545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.968540619818 33.41865076566256, -111.9784652 33.4191768)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.621818,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,21,5,1227,610.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,610.0000,0.0061,0.2100,0.2100,0.1500,4.0000,1.0000,57.1429,91.9429,122.000000,2.135000,122.000000,2.135000,2.219885,2.219885,"LINESTRING (-111.93265996939044 33.4182893069808, -111.9349556 33.4161131)",610.000000,-1.000000,0.006100,7.496950,7.500000,7.503050,41.250000,66.371250,61000.000000,3401924135364.478516,55.000000,41.250000,88.495000,66.371250,54.916124,54.916124,54.957806,88.360044,88.360044,88.427110,0.218349,0.000000,55.000,54.986,54.972,54.958,54.944,54.930,41.250,54.930,54.944,54.958,54.972,54.986,
1,22,6,698,540.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,540.0000,0.0054,0.6400,0.6400,0.1500,4.0000,1.0000,55.3125,88.9978,318.600000,5.760000,318.600000,5.760000,5.796661,5.796661,"LINESTRING (-111.97147327426742 33.38599231190118, -111.9719353 33.3773848)",540.000000,-1.000000,0.005400,7.497300,7.500000,7.502700,41.250000,66.371250,54000.000000,14473865125425.390625,55.000000,41.250000,88.495000,66.371250,54.925749,54.925749,54.962674,88.375531,88.375531,88.434943,0.644073,0.000000,55.000,54.988,54.975,54.963,54.950,54.938,41.250,54.938,54.950,54.963,54.975,54.988,
1,23,6,800,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.6400,0.6400,0.1500,4.0000,1.0000,56.2500,90.5062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97147327426742 33.38599231190118, -111.9720685 33.3773723)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.654545,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,24,6,2157,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.7200,0.7200,0.1500,4.0000,1.0000,55.8333,89.8358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97147327426742 33.38599231190118, -111.978418 33.3781822)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.730909,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,25,6,2168,200.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,200.0000,0.0020,0.6200,0.6200,0.1500,4.0000,1.0000,56.1290,90.3116,116.000000,2.066667,116.000000,2.066667,2.109619,2.109619,"LINESTRING (-111.97147327426742 33.38599231190118, -111.9783602 33.3920619)",200.000000,-1.000000,0.002000,7.499000,7.500000,7.501000,41.250000,66.371250,20000.000000,280778856363282.437500,55.000000,41.250000,88.495000,66.371250,54.972500,54.972500,54.986222,88.450752,88.450752,88.472832,0.632886,0.000000,55.000,54.995,54.991,54.986,54.982,54.977,41.250,54.977,54.982,54.986,54.991,54.995,
1,26,7,70,710.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,710.0000,0.0071,0.5400,0.5400,0.1500,4.0000,1.0000,56.6667,91.1767,362.100000,6.390000,362.100000,6.390000,6.589526,6.589526,"LINESTRING (-111.96462995434976 33.382844063374215, -111.9677991 33.3759744)",710.000000,-1.000000,0.007100,7.496450,7.500000,7.503550,41.250000,66.371250,71000.000000,5497317671657.751953,55.000000,41.250000,88.495000,66.371250,54.902374,54.902374,54.950840,88.337920,88.337920,88.415902,0.556861,0.000000,55.000,54.984,54.967,54.951,54.934,54.918,41.250,54.918,54.934,54.951,54.967,54.984,
1,27,7,455,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.5400,0.5400,0.1500,4.0000,1.0000,55.5556,89.3889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.96462995434976 33.382844063374215, -111.9681498 33.3762119)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.545455,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,28,7,2302,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.5200,0.5200,0.1500,4.0000,1.0000,55.3846,89.1138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.96462995434976 33.382844063374215, -111.9681497 33.3765305)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.523636,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,29,7,2515,480.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,480.0000,0.0048,0.5500,0.5500,0.1500,4.0000,1.0000,55.6364,89.5189,244.800000,4.400000,244.800000,4.400000,4.453594,4.453594,"LINESTRING (-111.96462995434976 33.382844063374215, -111.9631805 33.3754835)",480.000000,-1.000000,0.004800,7.497600,7.500000,7.502400,41.250000,66.371250,48000.000000,17822020548789.699219,55.000000,41.250000,88.495000,66.371250,54.933999,54.933999,54.966841,88.388805,88.388805,88.441648,0.556699,0.000000,55.000,54.989,54.978,54.967,54.956,54.945,41.250,54.945,54.956,54.967,54.978,54.989,
1,30,7,2689,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.6600,0.6600,0.1500,4.0000,1.0000,55.4545,89.2264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.96462995434976 33.382844063374215, -111.9683747 33.3745058)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.665455,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,31,8,167,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.4500,0.4500,0.1500,4.0000,1.0000,56.0000,90.1040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97327504107548 33.40084275258209, -111.9682526 33.3964879)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.458182,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,32,8,175,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.7600,0.7600,0.1500,4.0000,1.0000,56.0526,90.1887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97327504107548 33.40084275258209, -111.9784773 33.410114)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.774545,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,33,8,504,120.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,120.0000,0.0012,0.8600,0.8600,0.1500,4.0000,1.0000,55.8140,89.8047,96.000000,1.720000,96.000000,1.720000,1.745717,1.745717,"LINESTRING (-111.97327504107548 33.40084275258209, -111.9786272 33.411521)",120.000000,-1.000000,0.001200,7.499400,7.500000,7.500600,41.250000,66.371250,12000.000000,1794046702628841.000000,55.000000,41.250000,88.495000,66.371250,54.983500,54.983500,54.991740,88.468451,88.468451,88.481710,0.872858,0.000000,55.000,54.997,54.994,54.992,54.989,54.986,41.250,54.986,54.989,54.992,54.994,54.997,
1,34,8,617,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.9300,0.9300,0.1500,4.0000,1.0000,56.1290,90.3116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97327504107548 33.40084275258209, -111.9819475 33.4111272)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.949091,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,35,8,621,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,1.0000,1.0000,0.1500,4.0000,1.0000,55.8000,89.7822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97327504107548 33.40084275258209, -111.9840523 33.4108145)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,1.014545,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,36,8,2158,140.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,140.0000,0.0014,0.7100,0.7100,0.1500,4.0000,1.0000,55.7746,89.7414,92.400000,1.656667,92.400000,1.656667,1.680294,1.680294,"LINESTRING (-111.97327504107548 33.40084275258209, -111.9793518 33.3927591)",140.000000,-1.000000,0.001400,7.499300,7.500000,7.500700,41.250000,66.371250,14000.000000,931927383773932.000000,55.000000,41.250000,88.495000,66.371250,54.980750,54.980750,54.990361,88.464026,88.464026,88.479492,0.720126,0.000000,55.000,54.997,54.994,54.990,54.987,54.984,41.250,54.984,54.987,54.990,54.994,54.997,
1,37,8,2185,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.7000,0.7000,0.1500,4.0000,1.0000,56.5714,91.0234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97327504107548 33.40084275258209, -111.9784362 33.4093378)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.720000,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,38,8,2229,1360.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,1360.0000,0.0136,0.6000,0.6000,0.1500,4.0000,1.0000,56.0000,90.1040,761.600000,13.600000,761.600000,13.600000,13.871175,13.871175,"LINESTRING (-111.97327504107548 33.40084275258209, -111.978976 33.4073253)",1360.000000,-1.000000,0.013600,7.493200,7.500000,7.506800,41.250000,66.371249,99999.000000,628403884584.562988,55.000000,41.250000,88.495000,66.371250,54.812998,54.812998,54.905227,88.194114,88.194114,88.342511,0.611964,0.000000,55.000,54.968,54.937,54.905,54.874,54.842,41.250,54.842,54.874,54.905,54.937,54.968,
1,39,8,2619,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.3600,0.3600,0.1500,4.0000,1.0000,56.6667,91.1767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97327504107548 33.40084275258209, -111.979025 33.3999631)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.370909,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,40,8,2831,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.9600,0.9600,0.1500,4.0000,1.0000,55.6250,89.5006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97327504107548 33.40084275258209, -111.9833808 33.4106672)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.970909,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,41,8,2840,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.9300,0.9300,0.1500,4.0000,1.0000,56.1290,90.3116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.97327504107548 33.40084275258209, -111.9814596 33.4114142)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.949091,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
